Sun Jul 10 2022 20:14:12 GMT+0200,820.28,-16.12890625,-0.03515625,-8.00390625
Sun Jul 10 2022 20:14:13 GMT+0200,820.22,-0.00390625,-0.01953125,-0.0078125
Sun Jul 10 2022 20:14:17 GMT+0200,820.54,-64.00390625,-16.00390625,-0.00390625
Sun Jul 10 2022 20:14:21 GMT+0200,820.59,-8.00390625,-0.00390625,-0.01171875
Sun Jul 10 2022 20:14:25 GMT+0200,820.35,-0.50390625,-0.00390625,-0.00390625
Sun Jul 10 2022 20:14:31 GMT+0200,820.46,-0.01953125,-0.01171875,-4.01171875
Sun Jul 10 2022 20:14:35 GMT+0200,820.56,-8.03515625,-0.00390625,-64.0703125
Sun Jul 10 2022 20:14:36 GMT+0200,820.61,-0.01953125,-0.03515625,-0.00390625
Sun Jul 10 2022 20:14:38 GMT+0200,820.49,-36.12890625,-64.12890625,-0.12890625
Sun Jul 10 2022 20:14:46 GMT+0200,820.57,-0.5078125,-0.00390625,-2.00390625
Sun Jul 10 2022 20:14:48 GMT+0200,820.37,-4.12890625,-1.00390625,-0.25390625
Sun Jul 10 2022 20:14:49 GMT+0200,820.17,-0.00390625,-0.00390625,-2.00390625
Sun Jul 10 2022 20:14:51 GMT+0200,820.56,-0.00390625,-0.06640625,-4.00390625
Sun Jul 10 2022 20:14:54 GMT+0200,820.37,-0.12890625,-8.03515625,-2.00390625
Sun Jul 10 2022 20:14:55 GMT+0200,820.39,-16.00390625,-0.00390625,-0.00390625
